#{"t_start": 1641419706.7975063, "env_id": null}
0.415,54,58478.977531
-20.005,3,58483.183442
-0.33,302,58567.439198
19.95,58,58585.815888
-0.655,302,58681.503763
17.975,222,58744.431178
19.95,64,58764.910429
19.4,96,58795.77816
19.9,49,58812.154647
19.9,80,58836.498625
-19.945,54,58855.254234
-0.355,302,58938.113633
-0.155,302,59021.612462
19.925,60,59040.908576
19.95,68,59062.640102
17.65,240,59132.469484
-0.73,302,59215.905291
17.25,271,59291.669952
19.75,63,59311.607521
-0.63,302,59402.011198
18.05,214,59463.766769
19.8,85,59490.263933
19.15,137,59530.937574
19.925,50,59547.152537
19.975,37,59559.952924
-0.18,302,59643.017272
-20.015,2,59646.760504
20.0,34,59659.138096
19.225,114,59692.900695
-19.865,17,59700.874302
-19.865,72,59725.312034
-0.355,302,59808.142955
-0.33,302,59897.12513
-20.305,138,59940.384102
19.8,71,59961.577734
19.9,63,59980.719723
19.775,56,59998.668064
-0.705,302,60078.052231
19.975,50,60094.078359
19.975,41,60107.870607
18.85,140,60150.111757
18.775,131,60187.220118
-0.74,266,60257.843188
-0.13,302,60336.873782
18.75,136,60375.392902
-0.655,302,60465.933324
-19.78,38,60479.011177
-20.025,6,60484.119824
19.925,49,60499.943702
19.05,133,60537.326732
19.975,66,60557.401525
19.8,58,60576.026084
18.9,137,60615.102566
18.8,153,60660.681852
-19.675,36,60673.010761
-19.685,50,60689.314362
19.85,61,60708.926662
-19.985,50,60726.298705
-0.105,302,60805.384733
-19.855,48,60821.74406
19.875,59,60840.286944
-0.305,302,60920.332943
19.95,41,60934.243876
19.8,57,60952.386225
19.925,59,60970.633522
-20.05,61,60990.7639
19.9,49,61006.773079
-19.95,101,61037.635622
19.025,141,61079.724735
-19.81,40,61093.810333
19.9,40,61107.408182
19.75,76,61130.809138
-19.895,14,61137.56695
19.975,51,61153.502363
18.0,190,61209.64292
-0.655,302,61293.1861
19.95,67,61313.653612
19.325,103,61344.778671
-19.8,26,61354.766378
-19.865,17,61362.516143
-20.125,111,61397.519673
-0.605,302,61488.359839
0.105,48,61504.368934
-20.0,1,61507.786674
19.9,50,61523.830397
-19.905,13,61530.290061
-19.905,13,61536.725352
-0.63,302,61628.339378
19.6,87,61653.762955
19.825,86,61679.126884
-19.905,18,61687.133192
17.05,290,61764.640525
19.45,95,61792.864193
-0.655,232,61857.335361
-0.655,302,61945.030573
19.85,51,61961.598587
0.205,33,61973.751922
19.9,67,61994.546946
18.9,133,62034.13568
18.3,170,62081.685837
-19.895,14,62088.509879
19.75,89,62115.634071
19.85,67,62135.964015
19.95,68,62156.471092
-0.155,302,62236.906087
19.9,53,62253.539932
19.15,102,62283.027822
17.875,206,62339.12579
19.875,72,62360.896694
19.85,50,62377.243627
-0.355,302,62462.014926
19.25,109,62495.261616
-20.0,1,62498.754802
-19.735,55,62517.187968
18.475,173,62569.303188
19.925,38,62582.213208
-0.73,302,62672.002486
17.1,269,62743.167383
19.975,58,62761.474103
-0.48,302,62852.54478
19.85,58,62871.005252
-0.68,302,62954.127527
-0.405,302,63037.933448
17.025,293,63117.024741
16.975,294,63194.665756
17.55,267,63265.879772
-0.33,302,63350.766965
19.975,63,63370.065727
-0.32,178,63424.615412
19.85,50,63441.400712
-19.71,50,63457.258045
-0.905,302,63547.337614
-0.955,302,63637.450655
-19.97,19,63645.709569
-19.845,144,63689.22899
19.525,85,63714.945172
19.825,58,63733.481758
-19.64,57,63752.002095
19.95,50,63768.545307
-20.0,1,63772.004358
19.925,45,63786.636245
19.925,43,63800.746358
17.9,211,63857.837025
-19.96,25,63867.754995
-19.915,52,63884.332138
19.55,90,63910.893719
18.575,178,63964.653132
19.875,49,63980.474144
18.7,150,64025.371855
-20.36,165,64076.307297
-19.935,20,64085.015084
19.95,49,64100.828137
-19.705,43,64115.535901
19.875,64,64135.482806
19.9,59,64154.229529
-20.375,216,64219.210427
18.275,180,64268.237064
19.8,78,64292.151028
-0.005,302,64380.727081
19.975,39,64393.935978
19.975,62,64412.880513
18.825,125,64448.12941
-20.0,1,64451.611632
19.825,69,64472.341078
19.85,49,64488.519114
18.8,153,64533.0748
19.85,58,64551.863013
-20.0,1,64555.347119
19.975,38,64568.213409
0.24,64,64588.525433
-19.97,79,64613.940851
19.925,50,64629.970106
19.775,78,64653.407007
-19.82,144,64697.176405
19.825,46,64712.643871
19.05,113,64744.925749
-20.23,133,64786.321673
19.975,78,64809.639048
19.95,53,64826.507763
0.125,20,64834.857083
19.975,47,64850.383327
19.175,98,64881.211735
19.8,76,64903.831019
19.775,58,64922.616065
17.675,246,64995.453393
19.95,61,65014.31363
19.925,37,65027.38898
16.925,284,65110.928059
-0.33,302,65194.369389
-20.325,201,65255.58315
19.975,57,65274.161667
17.975,211,65337.014726
19.975,51,65353.232591
19.9,43,65367.432086
19.85,52,65384.117219
19.975,51,65400.519927
-19.87,19,65408.765232
19.975,57,65426.48036
19.925,70,65447.295735
19.85,42,65461.559384
19.9,70,65482.439543
19.975,58,65500.487937
-0.63,302,65592.232869
20.0,46,65607.368143
19.95,72,65629.073125
19.95,53,65645.855284
19.95,51,65662.053216
-20.235,245,65735.682831
19.95,73,65758.077929
18.975,131,65797.384607
19.9,45,65812.512251
-20.105,103,65842.62971
-0.07,143,65886.278049
19.0,120,65923.149277
0.115,79,65949.961675
-20.175,186,66006.461455
19.675,91,66032.991607
-19.745,39,66046.434413
-19.875,36,66059.727977
19.075,117,66094.805864
-19.89,17,66102.446762
19.875,56,66121.022159
19.325,94,66148.675004
19.65,66,66169.555282
-0.065,231,66231.7712
19.75,60,66250.356826
-19.875,16,66257.606853
19.825,82,66282.254004
19.95,73,66305.171761
-19.6,76,66328.374855
-0.015,1,66331.823352
-20.0,1,66335.311573
-19.875,16,66342.940328
19.95,61,66362.088299
-19.685,40,66375.664341
-20.305,293,66462.552124
-19.91,30,66474.170958
-19.82,24,66483.613375
19.925,74,66505.474403
-19.915,17,66512.898907
-19.57,114,66544.933264
-19.98,53,66561.401179
19.95,51,66577.463732
19.825,59,66596.067252
-20.21,145,66640.009215
-19.985,105,66672.700144
-20.565,227,66749.194728
18.75,138,66788.011291
-19.795,39,66801.348602
18.725,154,66843.353601
-19.97,19,66851.820392
-19.915,17,66859.502532
19.9,78,66883.300877
-20.015,2,66886.95914
19.8,74,66909.22576
-19.815,22,66918.076722
19.85,52,66934.891462
-19.655,53,66952.668568
-19.895,14,66959.74098
-0.505,302,67041.612539
19.925,69,67062.681189
-0.555,302,67149.666927
19.95,62,67168.86085
-0.655,302,67250.172718
19.875,47,67265.378703
-19.83,33,67277.185863
-0.58,302,67364.992539
17.275,260,67437.730903
19.075,103,67467.02189
19.275,98,67497.20536
19.85,76,67519.987795
-0.355,302,67599.638655
0.07,302,67680.306334
-19.825,61,67700.046346
19.825,58,67718.508879
19.875,52,67735.429407
19.825,50,67751.68966
17.95,206,67814.000022
19.85,50,67830.805957
-0.18,107,67861.155814
-19.635,40,67874.797126
0.045,252,67944.953136
19.95,50,67960.780131
-0.755,302,68051.585889
19.925,43,68065.985955
19.825,68,68086.453516
19.8,61,68105.298081
18.5,167,68153.568946
18.65,157,68199.565377
19.925,62,68219.075891
-0.38,302,68298.339276
19.225,104,68331.319637
-19.875,16,68338.729347
19.6,98,68366.729764
19.625,66,68387.138234
-19.875,16,68394.486851
19.975,54,68411.395527
-19.785,35,68424.108505
19.95,37,68436.903352
18.65,166,68482.474924
-0.755,302,68574.161147
0.325,95,68601.666467
0.3,60,68620.626139
0.35,220,68679.889349
19.3,124,68716.84216
18.75,154,68761.054865
19.9,41,68774.811399
19.9,40,68788.293967
-0.07,83,68815.091393
19.825,57,68833.705661
18.375,193,68886.227773
19.825,69,68907.262371
-0.03,2,68910.862694
-19.62,54,68928.722112
19.8,55,68946.38005
-0.28,302,69027.699671
-0.68,302,69107.946071
19.95,63,69128.18136
19.65,73,69151.778753
17.55,233,69217.177837
-19.74,32,69229.145743
19.75,77,69253.386031
19.025,133,69292.314234
19.95,47,69308.371851
-0.405,302,69392.897195
0.315,39,69407.04892
18.275,188,69465.554734
-0.38,302,69549.283377
19.875,69,69571.64513
17.925,200,69630.347604
0.055,18,69638.689897
-19.73,33,69651.158913
19.925,51,69668.046758
19.5,78,69691.991422
0.05,20,69700.835417
19.925,50,69718.098533
19.35,94,69746.8371
19.9,42,69761.525534
19.825,51,69778.845313
-0.705,302,69865.921671
-0.73,302,69948.742314
19.925,54,69966.487558
19.475,89,69995.207399
-19.76,40,70009.700171
-19.655,53,70027.931861
0.06,156,70072.496834
19.925,47,70087.97081
18.275,181,70139.971731
-20.015,67,70162.988196
20.0,55,70181.21858
-0.25,140,70227.585188
-20.0,6,70232.564879
0.405,53,70250.420269
-19.885,15,70257.802699
19.75,77,70281.963366
19.8,46,70297.731669
-0.065,66,70318.436092
-0.33,302,70403.004842
19.925,69,70424.864409
19.925,58,70443.895901
-19.935,20,70452.915569
19.775,56,70471.46075
-0.33,302,70558.098687
19.95,52,70575.644261
-0.26,154,70619.656939
20.0,37,70632.826737
19.325,85,70660.963101
18.45,179,70717.517877
-0.33,302,70801.207972
18.775,148,70847.890696
-0.605,302,70931.34375
-19.92,19,70939.898717
19.9,41,70954.140738
19.925,46,70970.130128
19.975,55,70988.251628
-0.055,302,71071.280288
19.975,56,71089.894586
19.175,129,71127.782009
19.975,65,71149.109929
19.95,37,71162.580698
-19.96,150,71211.913738
19.875,58,71230.87796
19.975,33,71243.547903
19.95,43,71258.563071
19.85,46,71274.837749
-0.58,302,71368.895209
19.9,62,71390.224983
-19.995,4,71394.511714
19.875,55,71412.794669
-20.22,129,71455.189494
17.9,217,71516.735286
-19.75,41,71531.243472
-0.155,302,71617.342845
19.175,118,71655.174605
19.975,44,71670.148593
-0.63,302,71753.671288
19.75,68,71775.281105
19.975,47,71792.109195
19.825,48,71808.908866
0.105,18,71816.880371
-0.505,302,71904.618206
-0.54,236,71970.884236
19.8,53,71988.820302
-20.325,281,72082.780381
-20.07,169,72137.274093
-0.555,302,72229.562706
19.875,48,72246.063395
19.875,64,72266.308204
-20.015,2,72270.078795
19.875,49,72286.62145
19.975,60,72305.436604
18.425,181,72362.482309
19.75,72,72385.264538
-0.58,302,72477.695317
19.85,68,72500.2628
19.95,73,72523.410032
-0.105,302,72607.715716
19.95,40,72621.824777
18.875,144,72665.286802
-19.93,18,72673.571219
19.9,52,72690.909817
-19.745,44,72707.01047
-0.015,1,72710.478625
-20.185,90,72745.352067
19.925,60,72765.105948
0.105,33,72777.704511
-19.905,13,72784.305811
19.95,64,72804.30152
19.775,59,72823.922731
19.875,67,72845.674762
19.975,47,72861.383423
-19.885,35,72874.570902
17.425,252,72952.806097
18.4,170,73004.556267
-20.215,167,73066.616885
0.045,302,73159.199059
19.75,57,73178.062906
19.95,45,73193.888163
19.9,52,73210.962548
19.9,64,73232.048395
-19.875,16,73239.683425
19.85,54,73258.67547
19.9,47,73275.088849
19.975,51,73292.226837
19.85,44,73307.66392
19.85,57,73326.580847
19.975,48,73342.841788
19.925,58,73362.032157
19.875,51,73379.444378
19.875,45,73395.16202
-19.95,56,73415.638988
19.825,48,73432.195071
17.65,259,73512.229295
19.9,47,73528.691405
-20.005,73,73554.330664
19.875,61,73574.475202
18.95,136,73614.987565
-0.68,302,73704.901547
19.95,72,73727.938675
19.975,41,73742.123681
-19.86,25,73752.141164
-0.53,302,73848.88993
19.825,65,73870.189103
19.775,80,73895.522849
0.025,195,73952.8379
-19.895,14,73959.677623
-19.855,18,73968.267499
19.1,121,74006.591351
19.95,41,74020.889049
19.925,41,74035.443745
19.95,62,74055.132697
-20.03,113,74092.018106
19.975,49,74108.318973
19.85,47,74124.552549
19.175,124,74161.165045
-0.63,302,74249.091498
19.8,62,74269.534112
19.85,75,74293.627891
-0.705,302,74376.093383
-0.705,302,74458.635415
-0.48,302,74548.147173
19.875,49,74564.813637
-0.06,44,74579.985777
19.325,92,74608.351133
19.9,41,74622.235127
19.875,50,74639.35199
19.9,46,74654.96985
19.825,53,74672.529128
19.9,69,74694.361739
19.825,53,74712.102821
-19.58,73,74735.061715
-19.54,52,74753.087904
-19.805,68,74775.820463
19.975,67,74796.649545
-0.18,302,74880.637956
19.775,74,74904.327945
-0.16,44,74919.005226
-0.49,276,75006.967468
-0.655,302,75089.433444
19.875,67,75110.820464
19.775,57,75129.656416
-0.03,302,75212.435914
-19.97,64,75233.507573
19.5,106,75265.489012
19.975,70,75286.981241
19.85,55,75305.533727
-20.41,270,75390.213272
-0.68,302,75474.490491
19.975,68,75496.337361
-0.355,302,75579.875571
19.875,51,75598.109244
-0.205,302,75686.036922
-0.755,302,75781.616305
19.975,41,75796.022039
-0.205,302,75878.722451
19.8,60,75899.523348
19.925,50,75916.830606
19.675,58,75935.668988
19.95,51,75952.594782
19.8,51,75970.303755
-0.705,302,76054.325357
19.9,53,76072.543965
-20.155,138,76112.710319
-0.605,302,76206.881133
-0.455,302,76301.951784
19.825,42,76317.353089
19.9,48,76333.365943
-20.05,76,76359.754236
-19.87,29,76371.695858
-0.73,302,76454.628346
-0.58,302,76550.719408
19.825,74,76573.869397
19.45,105,76605.823172
19.825,60,76625.394985
18.45,173,76675.463088
19.725,63,76696.396938
0.04,9,76701.872751
19.925,39,76715.653216
19.7,65,76736.582617
19.025,122,76772.620072
-0.855,302,76857.337884
19.8,53,76875.266875
-20.015,2,76879.048108
18.925,141,76924.391996
19.025,122,76960.219788
-0.255,302,77049.621062
19.9,45,77064.655985
18.225,174,77114.575452
19.875,58,77133.862393
0.04,89,77161.414483
20.0,34,77173.844664
-0.28,302,77256.974002
0.195,32,77269.128514
19.95,52,77286.160709
-0.63,302,77381.511975
18.375,175,77432.431404
-0.655,302,77519.119948
19.9,59,77537.306498
-0.05,110,77569.911212
-0.305,302,77658.895315
-0.48,302,77748.083788
-0.555,302,77837.922176
19.675,97,77866.751381
-0.305,302,77950.209374
17.825,225,78017.118486
19.25,104,78046.598398
-19.895,14,78053.43258
0.23,33,78065.020081
-0.805,302,78145.312153
19.75,68,78165.901589
-19.995,19,78174.199996
-0.73,302,78260.421816
-0.605,302,78350.508645
19.925,70,78372.610462
-19.89,17,78380.590967
19.975,52,78397.937782
19.825,72,78420.965525
-0.73,302,78504.198349
-0.38,302,78588.216325
-0.205,302,78672.445041
-0.63,302,78759.02799
19.275,118,78796.093596
19.825,55,78814.860259
19.925,58,78834.021844
-0.63,302,78922.523516
-19.555,48,78939.444972
19.825,60,78959.047369
17.225,270,79043.305055
19.9,38,79056.714407
19.9,53,79074.539964
19.8,59,79093.641481
19.95,43,79108.678652
19.875,67,79130.634358
19.875,52,79148.048851
19.8,63,79168.800304
19.9,57,79188.040198
-0.305,302,79287.245056
-0.015,1,79290.666971
-0.73,302,79386.787694
19.875,70,79409.717974
19.05,125,79447.114418
19.875,46,79463.067119
19.825,66,79485.134417
19.875,42,79499.848672
19.775,52,79517.201848
-19.99,7,79522.474085
19.95,60,79541.843616
18.225,205,79600.427562
19.825,70,79622.972134
19.975,59,79642.026305
-19.655,58,79661.803325
19.85,60,79681.64335
19.85,77,79705.331229
19.875,44,79720.671233
19.975,34,79733.116701
18.65,151,79780.070418
19.925,53,79798.304084
19.9,54,79816.38464
19.975,52,79833.449459
19.975,47,79849.740889
19.925,67,79871.100381
19.95,45,79886.798236
19.825,70,79908.928332
19.9,44,79923.974554
0.07,12,79930.097186
-0.555,302,80025.409101
19.875,48,80041.677435
19.15,118,80077.371848
0.38,193,80136.697721
-19.785,30,80148.388854
19.95,51,80165.434391
19.85,50,80182.372463
19.85,62,80203.19733
-20.3,151,80252.996625
-0.68,302,80349.543273
19.9,54,80367.785305
-20.695,299,80455.910409
20.0,51,80472.691415
18.8,158,80520.893459
17.575,238,80587.570108
-0.68,302,80670.534362
20.0,60,80690.019641
-0.705,302,80773.608731
-19.77,74,80798.198389
19.925,57,80817.191827
19.9,46,80833.050514
19.9,41,80847.374241
19.8,64,80869.05019
17.2,257,80949.868731
17.85,231,81021.774307
19.925,39,81035.377226
-19.7,51,81053.345142
19.975,51,81070.735788
-19.86,40,81085.635768
19.875,53,81103.575779
-0.505,302,81199.353878
-0.755,302,81296.94355
19.95,40,81311.100246
19.95,54,81328.795596
19.05,129,81370.059404
19.975,47,81386.007806
19.375,107,81420.751449
17.2,286,81504.31782
19.9,46,81520.348704
19.925,69,81541.983194
-0.28,302,81624.82402
19.875,56,81643.465206
19.025,125,81682.974768
18.05,210,81746.185113
19.9,41,81760.283242
-0.63,302,81851.338822
19.95,57,81870.026087
19.925,83,81895.598073
19.425,93,81925.183673
-19.645,49,81942.807204
19.125,130,81983.527683
19.975,59,82002.614387
-19.6,46,82018.783814
19.975,52,82036.643033
19.925,77,82060.553932
19.85,47,82076.733773
19.8,55,82095.078861
-0.12,123,82130.922102
19.975,73,82153.583165
18.375,181,82211.097895
-0.495,248,82281.062872
19.95,55,82299.20253
19.925,49,82316.228262
19.775,51,82333.265711
19.85,64,82354.051282
-0.48,212,82413.581795
-19.95,21,82422.822211
19.925,45,82438.716089
19.95,54,82456.286033
17.925,236,82529.17773
19.8,47,82544.72644
-0.07,18,82552.744355
19.975,46,82568.487951
-20.015,2,82572.188394
17.9,205,82637.548706
19.825,90,82666.502006
19.875,47,82682.610468
-20.005,3,82686.70101
19.275,126,82725.849033
-19.855,18,82734.051033
-0.555,302,82827.57381
19.0,132,82868.501593
-20.0,1,82872.006714
-19.975,6,82876.877958
-19.96,50,82894.774126
-19.95,81,82921.998639
19.95,40,82936.616929
19.975,55,82954.791736
-19.875,16,82962.102854
-0.385,134,83001.071608
18.35,187,83064.79109
-19.835,20,83073.640333
-19.875,16,83081.529001
19.975,58,83101.647656
-0.355,302,83192.505901
0.035,21,83201.205197
20.0,54,83219.778333
-19.81,95,83250.803951
19.95,51,83267.352441
19.95,38,83280.672565
19.55,97,83311.030106
17.925,214,83371.873016
-0.605,302,83467.792314
19.525,77,83493.533012
-0.705,302,83576.25062
20.0,51,83593.781622
-19.845,19,83602.178662
-19.985,5,83606.802672
-0.655,302,83702.118842
19.9,69,83723.522204
19.825,58,83742.448551
19.975,50,83760.081402
0.29,39,83773.974062
19.975,80,83798.536093
19.95,50,83815.78628
-0.045,3,83819.643856
17.375,265,83893.956333
19.875,57,83912.626629
-19.855,18,83920.714623
18.975,128,83961.083679
0.22,82,83985.747839
20.0,50,84002.238996
-20.015,2,84005.979094
19.875,55,84024.08389
19.95,43,84038.862854
18.275,194,84100.546633
-19.825,21,84109.699551
19.975,75,84133.17326
-0.53,302,84226.906961
18.075,202,84284.108815
19.95,70,84306.30497
19.95,62,84326.519085
19.9,92,84355.556689
18.975,113,84389.379378
-20.3,241,84463.580294
19.8,55,84482.408883
-19.845,19,84491.000067
19.85,57,84509.502187
19.075,124,84547.347985
19.8,54,84565.05468
17.1,272,84649.453602
19.95,50,84665.961976
19.95,75,84690.306303
19.925,50,84706.954215
-0.655,302,84803.024693
19.8,48,84819.385365
19.775,68,84842.079426
-0.18,277,84921.789066
19.9,62,84941.471668
19.2,117,84976.410471
-0.455,302,85077.434085
19.8,72,85100.241898
-19.925,16,85107.870388
-20.11,110,85144.714525
19.9,44,85160.136437
19.85,47,85177.30936
18.075,193,85231.564586
19.85,70,85254.388434
19.9,43,85269.195094
-19.875,16,85276.640535
18.725,170,85328.413666
19.35,109,85363.783162
19.875,54,85382.004267
19.85,81,85407.841419
19.4,109,85440.926904
19.95,46,85456.589361
19.975,39,85470.905571
-19.72,69,85494.346257
19.85,53,85512.111763
19.125,120,85549.91331
19.925,70,85572.365542
-0.705,302,85663.958472
18.5,159,85714.062628
18.95,136,85757.654794
19.875,46,85774.043562
-20.0,1,85777.480276
-0.38,302,85872.093381
18.6,160,85918.246881
19.8,57,85937.42337
19.975,55,85955.619321
19.95,68,85977.273068
-19.885,15,85984.438412
19.875,49,86001.188013
19.025,116,86035.372582
19.525,90,86063.950025
19.85,66,86085.273332
-19.71,45,86101.95997
19.8,76,86125.841713
-19.91,70,86149.360404
19.725,81,86175.177651
-0.805,302,86272.891918
19.975,65,86293.468686
-19.755,63,86314.458076
19.875,67,86336.287545
17.65,252,86407.593384
19.975,43,86422.270301
19.95,39,86435.972739
0.1,15,86442.859897
-19.98,3,86446.876198
19.875,47,86463.173735
19.875,64,86484.140069
-19.865,17,86492.037993
-19.845,114,86529.279284
19.05,116,86566.011424
-19.63,78,86590.494969
18.65,171,86644.050029
19.975,58,86662.81815
-0.78,302,86758.213958
19.85,68,86780.376677
19.275,93,86810.156982
18.6,154,86854.002673
-0.355,302,86949.611793
19.325,95,86979.485046
19.15,105,87011.735831
19.15,102,87044.422852
-0.68,302,87140.22759
0.085,31,87152.162089
-0.83,302,87237.459842
19.45,114,87272.719283
19.85,57,87291.867409
19.85,44,87307.553625
-0.38,302,87390.846935
19.95,56,87409.84976
19.875,51,87427.096242
19.85,49,87444.047937
17.15,281,87532.772257
19.85,52,87550.094742
-0.63,302,87636.149639
18.575,165,87686.154906
19.825,76,87710.43156
19.925,63,87730.83969
19.85,66,87751.844649
19.95,43,87766.818407
19.225,105,87799.783099
19.875,77,87825.192498
-20.07,179,87882.664588
-0.605,302,87970.440553
19.95,55,87988.595656
18.325,184,88042.232599
-0.73,302,88135.81465
19.75,67,88157.963146
-19.725,76,88182.095263
18.95,121,88218.112303
-19.89,17,88225.96793
19.975,54,88243.607082
-0.155,302,88337.049138
19.975,55,88354.780688
19.825,63,88376.168873
19.95,56,88395.075261
-20.12,34,88409.052665
19.3,90,88437.392367
19.875,57,88455.895137
18.375,176,88511.956538
19.85,52,88529.486018
-19.71,90,88558.268504
19.95,44,88573.286399
-19.57,54,88591.367685
19.975,43,88606.010324
19.9,48,88622.727159
19.925,75,88646.626125
19.9,58,88665.341449
-19.79,37,88678.863921
17.725,233,88745.916888
19.875,64,88767.249087
19.95,55,88785.412288
-19.795,29,88796.606091
19.95,45,88812.055922
19.75,59,88831.329093
18.8,155,88880.470431
19.95,51,88897.299522
19.975,43,88912.07556
19.9,51,88929.026627
19.875,54,88947.437439
19.875,83,88972.801647
17.375,259,89047.078259
19.825,89,89074.826978
19.975,68,89096.565053
-19.755,33,89108.931478
19.95,58,89127.97275
19.95,49,89144.45979
19.975,72,89168.00294
18.35,206,89231.364502
19.95,61,89251.081172
-0.655,302,89345.783561
19.625,76,89370.642664
19.925,61,89390.596781
19.9,40,89404.910969
19.475,85,89431.773861
19.925,50,89448.87719
-19.905,13,89455.498434
18.425,181,89509.746215
18.3,183,89561.85944
18.6,158,89607.503329
19.8,51,89624.998971
0.605,68,89646.01094
19.925,41,89660.079443
17.65,262,89733.708243
19.75,73,89757.071322
19.875,47,89772.999856
19.825,61,89792.775008
-0.205,302,89876.380648
19.175,136,89918.902215
-19.885,15,89926.242613
-0.255,302,90010.562376
0.065,24,90020.391754
19.4,94,90050.674243
-19.78,93,90080.440068
-0.015,1,90083.896154
-19.82,19,90092.168369
19.925,71,90114.849718
19.875,47,90130.953056
19.975,35,90143.606362
19.95,57,90162.476814
-19.65,46,90180.193791
19.85,50,90197.760949
-0.38,302,90281.663602
19.4,79,90307.162596
19.9,50,90324.029584
19.925,38,90337.517239
19.95,67,90359.092319
19.85,63,90380.066066
19.95,54,90397.95692
18.325,182,90455.1452
18.85,130,90495.392713
-19.63,43,90510.124264
19.775,61,90530.024698
18.025,218,90594.906048
19.95,69,90616.510765
19.4,114,90652.995207
19.95,75,90677.473929
19.9,38,90690.819229
19.8,62,90712.612808
18.525,157,90760.401579
19.975,47,90776.62566
19.325,93,90807.902915
-0.63,302,90892.290418
18.825,136,90932.89933
-19.85,41,90948.065154
-20.01,5,90952.732515
19.9,43,90967.861681
19.85,59,90988.059059
19.825,47,91004.199006
-19.75,66,91026.672262
-20.235,235,91092.255602
-19.745,44,91107.571311
-19.93,53,91126.733577
-0.68,302,91211.776378
19.975,43,91226.329825
-19.84,22,91235.430964
-19.52,54,91253.735456
-19.88,18,91261.663948
19.325,116,91295.974404
-19.905,28,91307.244759
19.875,49,91323.464454
19.975,56,91341.884682
-0.705,302,91434.816379
19.825,52,91451.98101
19.95,63,91472.017679
19.975,44,91487.089102
19.175,118,91527.410336
18.85,155,91572.861783
18.35,197,91633.632166
-20.035,150,91679.574119
-0.58,302,91774.722253
19.85,49,91791.800807
19.975,62,91811.187385
-20.02,149,91859.047496
-0.055,107,91894.153868
19.975,44,91910.05208
19.85,54,91928.346165
19.95,60,91947.440988
19.775,58,91966.603864
-0.755,302,92063.426039
-0.405,302,92160.485662
19.925,57,92179.903186
19.975,44,92195.067129
-20.015,2,92198.889328
-19.745,54,92217.836921
19.95,36,92231.443349
17.825,218,92300.070764
19.925,42,92314.91528
19.75,58,92334.322163
19.975,53,92351.854648
-0.68,302,92448.141437
-19.87,94,92479.424267
19.2,100,92509.775028
-19.91,145,92555.753611
19.95,62,92575.867619
17.925,216,92644.15685
-0.38,302,92727.598144
19.775,70,92750.901888
19.95,53,92768.796849
-0.28,302,92862.366145
-0.53,302,92957.409105
19.85,55,92976.239646
18.975,130,93014.254771
0.12,22,93023.445347
18.05,210,93084.729927
-0.195,13,93091.560173
19.975,61,93111.19554
-19.725,41,93125.426641
-0.655,302,93212.065989
19.55,81,93237.499799
19.95,47,93253.162141
19.9,69,93275.023304
-19.7,101,93307.159863
19.9,51,93324.48247
19.525,89,93352.647902
-19.885,15,93359.76951
19.6,96,93390.397212
19.925,49,93406.882158
19.875,56,93425.479053
19.875,49,93442.032354
